 DBN,frequency,Block type,Status,BNL shipment,Shipped on,Comment,Prototype,Fiber type,Fiber batch,Filling time (h),FF date,Filled by,Checked by,W powder,W bucket number,Mold number,Empty mold (g),Filled mold (g),W filling mass (g),fibers loaded by,W filling date,W filled by,Epoxy batch,Resin mass (g),Hardener mass (g),potting notes,Epoxy filling time (min),Epoxy filling date,Epoxy preparer,Delta Mach-Pot,Machining date,Machined by,L (in),BT (in),BB (in),BH (in),ST (in),SB (in),SH (in),Volume (mL),Measured by,Mass (g),Measured by,Density(g/mL),Tested on,# Fibers N,Good end,ABS N-W (%),# Fibers / # Holes (%),10-15(%),15-50(%),50-75(%),r75 (%),R,T1(BL) Fiber %,T2(BR) Fiber %,T3(TL) Fiber %,T4(TR) Fiber %, missing row?,13 connected holes?,FOM_N,FOM_I,Tested by,Tested on,Scintillation (mV),Calibration (mV),Ratio (Calibrated Twice),Tested by,Tested on,Natural Pictures,Tested by,Retouch,Density Result Checked?,Light Checked?,Natural Pictures checked?,Sector ID (SSCR),LT M/D/YYYY,Days Mach-LT,Scint M/D/YYYY,Block Grade,De,Di,LT,LTQ,Vi,Sci,Pic,X,LT-all,DBN,S-left,S-right,column,row,relative W weight,Δ(L) [mm],Δ(BT) [mm],Δ(BB) [mm],Δ(BH) [mm],Δ(ST) [mm],Δ(SB) [mm],Δ(SH) [mm]
991,43,13,7,21,9/9/2020,5c LowLT LowDens PATCH JOB,Sector 1-12,SG47,10-A,0.35,5/29/2019,Saad,Emily,HCS,HCS-33,6,1165,4975,3810,SA,5/21/2020,ET,7,110,25,d40g,2,5/21/2020,ET,5,5/26/2020,AW,5.0430,2.0490,2.0070,2.1880,1.8430,1.7970,2.0000,333.8,AW,2952,AW,8.84,20200812,2618,W,0.7871,98.13,0.1146,1.5661,6.3025,8.0,0.172,97.6012,96.1019,99.4003,99.4003,N,N,,,Mason/Mina,20200812,174.799,203.456,0.859,Mina,20200812,20200812,Mina,,Saad,Saad,Saad,08B13,44055,78,44055,5b,5a,5b,5a,5a,5a,5a,1,1,5a,991,0,8,B,13,,-1.1938,-0.9144,-0.8128,-0.127,-0.3556,-0.4572,0.2794
992,44,13,7,20,8/21/2020,LowScint,Sector 1-12,SG47,10-A,1.50,5/29/2019,Yatharth,Emily,HCS,HCS-34,6,1170,5225,4055,SA,6/8/2020,ET,7,110,25,d40g,2,6/8/2020,ET,3,6/11/2020,AW,5.0830,2.0550,2.0180,2.1950,1.8570,1.8100,2.0020,339.1,AW,3138,AW,9.25,20200611,2605,W,1.1619,97.64,0.3071,4.3762,11.3244,16.0,0.254,96.5517,98.051,97.6012,98.3508,N,N,,,Mason,20200813,285.232,280.887,1.015,Mina,20200813,20200618,Mason,R,Saad,Saad,Saad,09C13,44056,63,44056,5b,5a,5b,5b,5a,5a,5a,1,1,5b,992,0,9,C,13,,-0.1778,-0.762,-0.5334,0.0508,0,-0.127,0.3302
993,45,13,7,21,9/9/2020,,Sector 1-12,SG47,10-A,0.38,5/29/2019,Emily,Mason,HCS,HCS-39,6,1165,5005,3840,SA,8/11/2020,SA,8,110,25,d40g,2,8/12/2020,ET,6,8/18/2020,LR,5.0840,2.0590,2.0200,2.1910,1.8390,1.8070,1.9980,337.9,AW,3028,AW,8.96,20200818,2658,W,1.8741,99.63,0.4515,1.6930,7.3363,9.5,0.189,100.3,99.1004,99.5502,99.5502,N,N,,,Mason,20200826.2,236.93,264.38,0.896,Mason,20200825,20200828,Adin,,Saad,Adin,Saad,08A13,44069,8,44068,5b,5a,5b,5a,5a,5a,5a,1,1,5a,993,0,8,A,13,,-0.1524,-0.6604,-0.4826,-0.0508,-0.4572,-0.2032,0.2286
994,46,13,7,17,6/24/2020,,Sector 1-12,SG47,10-A,0.42,5/29/2019,Emily,Mason,HCS,HCS-35,5,1135,5170,4035,SA,6/9/2020,SA,7,110,25,d40g,2,6/10/2020,ET,1,6/11/2020,AW,5.0870,2.0810,2.0200,2.1970,1.8430,1.7950,1.9910,338.8,AW,3132,AW,9.24,20200611,2645,W,0.6746,99.14,0.0000,0.8318,5.9357,6.8,0.141,98.8006,99.1004,99.4003,99.2504,N,N,,,Mason,20200615.1,269.814,268.763,1.004,Mason,20200616,20200618,Mason,,Saad,Mina,Saad,04C13,43997,4,43998,5a,5a,5a,5a,5a,5a,5a,1,1,5a,994,0,4,C,13,,-0.0762,-0.1016,-0.4826,0.1016,-0.3556,-0.508,0.0508
995,47,13,7,21,9/9/2020,,Sector 1-12,SG47,10-A,0.60,5/29/2019,Mason,Saad,HCS,HCS-39,6,1170,4975,3805,SA,7/24/2020,ET,8,110,25,d40g,1.5,7/27/2020,ET,9,8/5/2020,AW,5.0860,2.0800,2.0300,2.1930,1.8550,1.8050,2.0020,340.5,AW,3070,AW,9.02,20200805,2662,W,1.4618,99.78,0.0376,2.8174,10.4808,13.3,0.208,100.45,99.1004,100.3,99.2504,N,N,,,Mina ,20200806,178.566,141.382,1.263,Mina,20200806,20200806,Mina,,Saad,Saad,Saad,09D13,44049,1,44049,5a,5a,5a,5a,5a,5a,5a,1,1,5a,995,0,9,D,13,,-0.1016,-0.127,-0.2286,0,-0.0508,-0.254,0.3302
996,48,13,8,,,D40 cut in half,Sector 1-12,SG47,10-B,0.32,5/29/2019,Emily,Mason,HCS,HCS-14,3,1060,4775,3715,ET,6/2/2019,ET,4,140,35,V D40g,2,6/2/2019,ET,-43618,,,5.0438,2.0548,2.0275,2.1895,1.8458,1.8133,1.9948,335.6,Yuxuan,3000,Yuxuan,8.94,20190604,2583,W,4.1604,96.81,0.2710,2.3616,5.7685,8.4,0.190,98.3508,97.3013,96.8516,94.7526,Y,Y,,,Xiaoning,20190603,320.259,211.956,1.511,Xiaoning,20190604,20190604,Joseph,,,Joseph,Xiaoning,,43619,43619,43620,8,5a,5b,5c,5b,8,5a,1,FALSE,8,996,,,,,,-1.17348,-0.76708,-0.2921,-0.0889,-0.28448,-0.04318,0.14732
997,17,12,7,8,10/28/2019,,Sector 1-12,SG47,10-B,1.25,5/29/2019,Yatharth,Mason,HCS,HCS-4,3,1075,4770,3695,ET,7/8/2019,ET,4,140,30,d35g,4,7/25/2019,ET,-43671,,,5.0890,2.0798,2.0407,2.2100,1.8480,1.8129,2.0023,342.7,Saad,3048,Saad,8.89,20190814,2659,W,0.4498,99.66,0.0752,0.7146,5.9045,6.7,0.179,99.5502,99.4003,100,99.7001,N,N,,,Mason,20190819,313.912,222.68,1.410,Mason,20190820,20190819,Mason,,Mason,Saad,Saad,01D12,43696,43696,43697,5a,5a,5a,5a,5a,5a,5a,1,1,5a,997,0,1,D,12,,0.2032,-0.13208,-0.03302,0.2286,-0.127,-0.05334,0.33782
998,18,12,7,16,6/16/2020,,Sector 1-12,SG47,10-B,3.00,5/29/2019,Joseph,Chirag,HCS,HCS-33,6,1175,5070,3895,SA,5/21/2020,ET,7,110,25,d40g,5,5/21/2020,ET,6,5/27/2020,AW,5.0875,2.0934,2.0399,2.2043,1.8616,1.8122,2.0048,343.5,Mina,3038,Mina,8.85,20200603,2652,W,4.0855,99.40,0.3771,5.3922,16.3273,22.1,0.264,98.9505,100.6,99.2504,98.8006,N,N,,,Mina/Mason,20200603,264.039,260.377,1.014,Mina,20200603.1,20200603,Mina,,Mason,Mason,Mason,05C12,43985,7,43985,5a,5a,5a,5a,5a,5a,5a,1,1,5a,998,0,5,C,12,,0.1651,0.21336,-0.05334,0.08382,0.21844,-0.07112,0.40132
999,19,12,7,23,10/5/2020,reused DBN 10-B/16-A,Sector 1-12,SG47,16-A,0.50,9/4/2020,Erin,Saad,HCS,HCS-44,7,1160,4840,3680,SA,9/8/2020,SA,8,110,25,d40g,2,9/8/2020,ET,13,9/21/2020,AW,5.0840,2.0740,2.0150,2.2020,1.8650,1.7960,2.0000,340.1,AW,3118,AW,9.17,20200918,2662,W,0.0750,99.78,0.1127,0.9767,5.4846,6.6,0.147,100.15,99.2504,100.45,99.2504,N,N,,,Mason,20200923.1,260.258,162.04,1.606,Erin,20200922,20200923,Mason,,Caroline,Mina,Mina,10A12,44097,2,44096,5b,5a,5b,5a,5a,5a,5a,1,1,5a,999,1,0,A,12,,0.0762,-0.2794,-0.6858,0.0254,0.3048,-0.4826,0.2794
1000,0,none,none,,,converted to S13-64,,SG47,,,,,,,,,,,0,,,,,,,,,,,0,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,,,,,,,#NUM!,#NUM!,#NUM!,not finished testing,#NUM!,#N/A,#NUM!,#NUM!,#N/A,#NUM!,FALSE,FALSE,#NUM!,1000,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1001,20,12,7,20,8/21/2020,,Sector 1-12,SG47,10-B,0.33,5/29/2019,Emily,Saad,HCS,HCS-38,6,1175,4890,3715,SA,7/23/2020,ET,8,110,25,d40g,1.5,7/23/2020,ET,11,8/3/2020,AW,5.0860,2.0780,2.0210,2.2000,1.8490,1.8030,1.9980,340.0,AW,2962,AW,8.71,20200803,2653,W,1.1245,99.44,0.0377,1.2062,10.9687,12.2,0.189,99.8501,98.6507,99.4003,99.8501,N,N,,,Mina,20200804,348.228,201.801,1.726,Adin,20200803.1,20200804,Mina,,Saad,Saad,Saad,07C12,44047,1,44046,5b,5b,5b,5a,5a,5a,5a,1,1,5a,1001,0,7,C,12,,0.127,-0.1778,-0.5334,-0.0254,-0.1016,-0.3048,0.2286
1002,21,12,8,,,,Sector 1-12,SG47,10-B,0.37,5/29/2019,Saad,Yatharth,HCS,HCS-5,4,1095,4805,3710,ET,7/19/2019,AW,4,120,30,d35g,2.25,7/30/2019,ET,-43676,,,5.0765,2.0765,2.0373,2.1983,1.8452,1.8101,2.0003,340.2,Mason,3054,Mason,8.98,20190918,2634,W,0.2249,98.73,0.0380,0.5695,4.8216,5.4,0.158,100.75,98.6507,97.4513,98.051,Y,Y,,,Mason,20190918,218.682,189.169,1.156,Mason,20190925,20190918,Mason,,Xiaoning,Xiaoning,Xiaoning,,43726,43726,43733,8,5a,5a,5a,5a,8,5a,1,1,8,1002,,,,,,-0.1143,-0.2159,-0.11938,-0.06858,-0.19812,-0.12446,0.28702
1003,22,12,7,11,1/23/2020,,Sector 1-12,SG47,10-B,1.00,5/29/2019,Yuxuan,Saad,HCS,HCS-12,4,1140,5085,3945,SA,10/25/2019,ET,5,120,30,d35g,6.5,10/28/2019,ET,-43766,,,5.0638,2.0928,2.0424,2.1990,1.8620,1.8158,2.0010,341.4,Zander,3054,Zander,8.95,20191202,2641,W,1.6867,98.99,0.2272,2.2340,6.5506,9.0,0.190,98.6507,98.9505,100,98.3508,N,N,,,Mason,20191202,187.236,158.841,1.179,Saad,20200107,20200108,Saad,,Mason,Zander,Mason,05D12,43801,43801,43837,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1003,0,5,D,12,,-0.43688,0.19812,0.01016,-0.0508,0.2286,0.02032,0.3048
1004,23,12,7,20,8/21/2020,,Sector 1-12,SG47,10-B,1.00,5/29/2019,Yatharth,Emily,HCS,HCS-38,5,1150,5005,3855,ET,7/21/2020,ET,8,110,25,d40g,2.5,7/21/2020,ET,7,7/28/2020,AW,5.0840,2.0930,2.0290,2.2000,1.8670,1.8060,1.9960,341.6,AW,3010,AW,8.81,20200729,2666,W,0.4872,99.93,0.0375,0.5251,3.4509,4.0,0.132,99.8501,100.15,100,99.7001,N,N,,,Mina,20200730,342.334,167.424,2.045,Mina,20200730,20200730,Mina,,Caroline,Adin,Adin,08B12,44042,2,44042,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1004,0,8,B,12,,0.0762,0.2032,-0.3302,-0.0254,0.3556,-0.2286,0.1778
1005,24,12,7,20,8/21/2020,,Sector 1-12,SG47,10-B,0.50,5/29/2019,Mason,Saad,HCS,HCS-37,5,1145,4930,3785,SA,7/10/2020,ET,8,110,25,d40g,1.5,7/13/2020,ET,23,8/5/2020,AW,5.0840,2.0770,2.0150,2.2000,1.8700,1.8120,1.9920,340.3,AW,3020,AW,8.87,20200805,2660,W,0.8620,99.70,0.0376,1.0526,5.1504,6.2,0.142,99.8501,100,99.8501,99.1004,N,N,,,Mina,20200806,188.523,141.382,1.333,Mina,20200806,20200806,Mina,,Saad,Saad,Saad,07A12,44049,1,44049,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1005,0,7,A,12,,0.0762,-0.2032,-0.6858,-0.0254,0.4318,-0.0762,0.0762
1006,25,12,7,23,10/5/2020,reused DBN,Sector 1-12,SG47,16-A,0.50,9/4/2020,Erin,Saad,HCS,HCS-45,7,1160,4865,3705,SA,9/16/2020,SA,8,110,25,d40g,3,9/16/2020,ET,8,9/24/2020,AW,5.0800,2.0740,2.0020,2.2020,1.8710,1.8100,1.9960,339.8,AW,3118,AW,9.18,20200924,2663,W,0.7122,99.81,0.0000,0.2253,1.8400,2.1,0.103,99.5502,100,99.8501,99.8501,N,N,,,Will,20200930,439.617,199.018,2.209,Saad,20200928,20201001,Mina,,Adin,Adin,Adin,11C12,44104,6,44102,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1006,1,1,C,12,,-0.0254,-0.2794,-1.016,0.0254,0.4572,-0.127,0.1778
1007,26,12,7,8,10/28/2019,,Sector 1-12,SG47,10-B,0.66,5/29/2019,Mason,Yuxuan,HCS,HCS-15,3,1070,4840,3770,ET,7/18/2019,ET,4,120,30,d35g,6.5,7/22/2019,ET,-43668,,,5.0830,2.0742,2.0380,2.2173,1.8426,1.8105,1.9948,341.7,Joseph,3058,Joseph,8.95,20190729,2657,W,0.1124,99.59,0.0000,0.3011,5.6455,5.9,0.162,100,99.8501,99.7001,98.8006,N,N,,,Joseph,20190730,306.83,223.76,1.371,Joseph,20190729,20190731,Joseph,,Saad,Saad,Saad,01C12,43676,43676,43675,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1007,0,1,C,12,,0.0508,-0.27432,-0.1016,0.41402,-0.26416,-0.1143,0.14732
1008,27,12,7,18,7/14/2020,,Sector 1-12,SG47,10-B,0.37,5/29/2019,Emily,Yuxuan,HCS,HCS-37,5,1145,5110,3965,SA,7/1/2020,SA,8,110,25,d40g,2,7/2/2020,ET,6,7/8/2020,AW,5.0770,2.0690,2.0120,2.1910,1.8520,1.8070,1.9900,337.5,AW,3100,AW,9.19,20200709,2650,W,0.2249,99.33,0.1132,2.3396,11.3208,13.8,0.213,98.3508,99.8501,99.7001,99.4003,N,N,,,Mason,20200709,198.103,217.251,0.912,Mason,20200709,20200709,Mason,,Saad,Saad,Saad,06B12,44021,1,44021,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1008,0,6,B,12,,-0.1016,-0.4064,-0.762,-0.254,-0.0254,-0.2032,0.0254
1009,28,12,7,11,1/23/2020,,Sector 1-12,SG47,10-B,2.66,5/30/2019,Joseph,Yuxuan,HCS,HCS-10,4,1150,4950,3800,ET,10/1/2019,ET,5,120,30,d35g,6,10/2/2019,ET,-43740,,,5.0765,2.0939,2.0420,2.1918,1.8626,1.8148,1.9950,341.2,Zander,2980,Zander,8.73,20191031,2656,W,0.3748,99.55,0.0377,1.3178,7.9443,9.3,0.189,100.6,99.8501,98.8006,98.9505,N,N,,,Mason,20191031,142.203,110.525,1.287,Zander,20191105,20191101,Mason,,Mason,Zander,Zander,02A12,43769,43769,43774,5b,5b,5a,5a,5a,5a,5a,1,1,5a,1009,0,2,A,12,,-0.1143,0.22606,0,-0.23368,0.24384,-0.00508,0.1524
1010,29,12,7,19,8/3/2020,,Sector 1-12,SG47,10-B,1.00,5/30/2019,Chirag,Emily,HCS,HCS-37,6,1175,5015,3840,SA,7/7/2020,ET,8,110,25,d40g,1.5,7/7/2020,ET,6,7/13/2020,AW,5.0830,2.0870,2.0310,2.2020,1.8630,1.8100,1.9920,341.2,AW,3072,AW,9.00,20200714,2648,W,2.6237,99.25,0.1888,2.9079,9.2523,12.3,0.212,100.15,98.3508,98.9505,99.5502,N,N,,,Mina,20200714,271.679,212.646,1.278,Mina,20200714,20200714,Mina,,Saad,Saad,Saad,07D12,44026,1,44026,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1010,0,7,D,12,,0.0508,0.0508,-0.2794,0.0254,0.254,-0.127,0.0762
1011,30,12,8,,,BB: -.042,Sector 1-12,SG47,10-B,1.50,5/30/2019,Yatharth,Saad,HCS,HCS-35,5,1150,5065,3915,SA,6/18/2020,ET,7,110,25,d40g,1.5,6/18/2020,ET,4,6/22/2020,AW,5.0820,2.0840,2.0000,2.2020,1.8650,1.8080,1.9980,340.1,AW,3112,AW,9.15,20200622,2638,W,0.8246,98.88,0.1137,0.7582,3.5254,4.4,0.143,98.6507,97.3013,99.7001,99.8501,N,N,,,Mina,20200623,274.326,217.676,1.260,Mina,20200623,20200623,Mina,,Saad,Mason,Mason,,44005,1,44005,8,5a,8,5a,5a,5a,5a,1,1,5a,1011,,,,,,0.0254,-0.0254,-1.0668,0.0254,0.3048,-0.1778,0.2286
1012,31,12,8,,,,Sector 1-12,SG47,10-B,1.00,5/30/2019,Chirag,Mason,HCS,HCS-36,6,1175,5170,3995,SA,6/26/2020,SA,7,110,25,d40g,1.5,6/26/2020,ET,12,7/8/2020,AW,5.0740,2.0850,2.0260,2.1950,1.8620,1.8100,2.0080,340.9,AW,3158,AW,9.26,20200709,2603,W,0.0749,97.56,0.2305,3.3807,9.8348,13.4,0.238,98.8006,99.7001,96.2519,95.5022,N,Y,,,Mason,20200709,258.527,217.251,1.190,Mason,20200709,20200709,Mason,,Saad,Saad,Saad,,44021,1,44021,8,5a,5a,5b,5b,8,5a,1,1,8,1012,,,,,,-0.1778,0,-0.4064,-0.1524,0.2286,-0.127,0.4826
1013,32,12,7,18,,,Sector 1-12,SG47,10-B,0.33,5/30/2019,Emily,Yuxuan,HCS,HCS-36,5,1145,5035,3890,SA,6/22/2020,ET,7,110,25,d40g,2,6/22/2020,ET,2,6/24/2020,AW,5.0830,2.0690,2.0090,2.2070,1.8680,1.7860,1.9940,339.2,AW,3074,AW,9.06,20200625,2647,W,1.9116,99.21,0.0378,1.1334,5.2512,6.4,0.140,99.5502,97.7511,101.499,98.051,N,N,,,Mina,20200625.1,429.468,251.999,1.704,Mason,20200625.3,20200626,Mason,,Saad,Mason,Mina,08A12,44007,1,44007,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1013,0,8,A,12,,0.0508,-0.4064,-0.8382,0.1524,0.381,-0.7366,0.127
1014,33,12,7,7,7/24/2019,,Sector 1-12,SG47,10-B,0.50,5/30/2019,Mason,Emily,HCS,HCS-16,3,1072,4895,3823,ET,6/4/2019,EP,4,120,30,ht V d35g (vacP stalled) ,5,6/5/2019,ET,-43621,,,5.0815,2.0638,2.0280,2.2000,1.8298,1.7948,1.9805,336.9,Joseph,3082,Joseph,9.15,20190617,2665,W,0.1125,99.89,0.0375,0.3752,1.9887,2.4,0.131,100,99.8501,99.8501,99.8501,N,N,,,Joseph,20190617,211.781,166.242,1.274,Joseph,20190617,20190617,Joseph,,Xiaoning,Xiaoning,Xiaoning,02B12,43633,43633,43633,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1014,0,2,B,12,,0.0127,-0.53848,-0.3556,-0.0254,-0.58928,-0.51308,-0.2159
1015,34,12,8,,7/14/2020,BT: -.053,Sector 1-12,SG47,10-B,0.80,5/30/2019,Yuxuan,Mason,HCS,HCS-35,6,1175,5140,3965,SA,6/15/2020,SA,7,110,25,d40g,2,6/15/2020,ET,2,6/17/2020,AW,5.0850,2.0320,2.0270,2.2070,1.8320,1.8110,1.9950,338.1,AW,3112,AW,9.20,20200617,2630,W,0.5247,98.58,0.0380,0.6844,7.0722,7.8,0.167,98.8006,96.8516,99.2504,99.4003,N,N,,,Mason,20200622.2,360.902,279.037,1.293,Mason,20200619.1,20200622,Mason,,Saad,Mina,Adin,,44004,5,44001,8,5a,8,5a,5a,5a,5a,1,1,5a,1015,,,,,,0.1016,-1.3462,-0.381,0.1524,-0.5334,-0.1016,0.1524
1016,35,12,7,19,8/3/2020,,Sector 1-12,SG47,10-B,0.39,5/30/2019,Emily/Mina,Mason,HCS,HCS-38,6,1175,5085,3910,SA,7/15/2020,ET,8,110,25,d40g,2,7/15/2020,ET,7,7/22/2020,AW,5.0850,2.0800,2.0290,2.2020,1.8670,1.8130,1.9940,341.4,AW,3088,AW,9.04,20200722,2659,W,0.5623,99.66,0.0000,1.0154,11.5457,12.6,0.163,100,99.7001,99.5502,99.4003,N,N,,,Mina,20200727,296.016,287.298,1.030,Mina,20200728.1,20200728,Mina,,Saad,Saad,Saad,06A12,44039,5,44040,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1016,0,6,A,12,,0.1016,-0.127,-0.3302,0.0254,0.3556,-0.0508,0.127
1017,36,12,7,9,12/3/2019,,Sector 1-12,SG47,10-B,1.00,5/30/2019,Yatharth,Mason,HCS,HCS-8,4,1140,4940,3800,SA,9/18/2019,ET,4,120,30,d35g,5,9/19/2019,ET,-43727,,,5.0633,2.0924,2.0401,2.1808,1.8617,1.8135,1.9910,338.8,Zander,3080,Zander,9.09,20191107,2658,W,1.1245,99.63,0.3010,1.7306,7.1859,9.2,0.185,100.9,100.75,99.1004,97.7511,N,N,,,Mason,20191107,109.002,116.704,0.934,Mason,20191108,20191107,Mason,R,Mason,Saad,Saad,01B12,43776,43776,43777,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1017,0,1,B,12,,-0.44958,0.18796,-0.04826,-0.51308,0.22098,-0.0381,0.0508
1018,37,12,7,18,7/14/2020,LowLT,Sector 1-12,SG47,10-B,0.60,5/30/2019,Mason,Emily,HCS,HCS-34,5,1150,5080,3930,SA,6/1/2020,ET,7,110,25,d40g,1.5,6/2/2020,ET,10,6/12/2020,AW,5.0810,2.0810,2.0120,2.2050,1.8510,1.8040,1.9930,339.6,AW,3078,AW,9.06,20200612,2584,W,0.2249,96.85,0.0774,0.9675,4.4118,5.5,0.138,94.6027,93.2534,100,99.5502,N,N,,,Adin/Mason,20200619.1,229.381,220.041,1.042,Adin,20200619,20200619,Adin,,Saad,Mason,Mina,05A12,44001,7,44001,5c,5a,5b,5c,5b,5a,5a,1,1,5b,1018,0,5,A,12,,0,-0.1016,-0.762,0.1016,-0.0508,-0.2794,0.1016
1019,38,12,7,22,9/22/2020,,Sector 1-12,SG47,10-B,0.30,5/30/2019,Emily,Yatharth,HCS,HCS-40,6,1175,5055,3880,SA,8/14/2020,ET,8,110,25,d40g,1.5,8/17/2020,ET,10,8/27/2020,AW,5.0860,2.1000,2.0320,2.2020,1.8670,1.8090,1.9980,342.7,AW,3132,AW,9.14,20200827,2647,W,2.0240,99.21,0.0756,1.9645,7.7824,9.8,0.182,100.15,100,99.1004,97.6012,N,N,,,Mason,20200909.1,242.826,170.522,1.424,Zander,20200909.1,20200909,Mason,,Saad,Saad/Mina,Mina,10B12,44083,13,44083,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1019,1,0,B,12,,0.127,0.381,-0.254,0.0254,0.3556,-0.1524,0.2286
1020,39,12,7,17,6/24/2020,,Sector 1-12,SG47,10-B,0.80,5/30/2019,Yuxuan,Emily,HCS,HCS-35,5,1150,5180,4030,EC,6/9/2020,SA,7,110,25,d40g,2.5,6/10/2020,ET,1,6/11/2020,AW,5.0760,2.0690,2.0150,2.2090,1.8640,1.8160,1.9940,340.3,AW,3136,AW,9.22,20200611,2655,W,0.9745,99.51,0.1130,1.3936,6.5537,8.1,0.165,98.5007,99.8501,99.8501,99.8501,N,N,,,Mina,20200618.1,157.379,219.284,0.718,Mina,20200618,20200618,Mina,,Saad,Mason,Mason,06C12,44000,7,44000,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1020,0,6,C,12,,-0.127,-0.4064,-0.6858,0.2032,0.2794,0.0254,0.127
1021,40,12,7,12,2/14/2020,,Sector 1-12,SG47,10-B,2.00,5/30/2019,Joseph,Emily,HCS,HCS-20,4,1145,4960,3815,ET,11/13/2019,ET,5,120,30,d35g,2.5,11/14/2019,ET,-43783,,,5.0813,2.0869,2.0419,2.2075,1.8554,1.8144,1.9948,342.2,Saad,3044,Saad,8.90,20200211,2601,W,0.2999,97.49,0.0769,1.9223,7.1511,9.2,0.170,97.3013,98.5007,98.051,96.1019,N,N,,,Mason,20200212,178.517,153.285,1.165,Saad,20200212,20200212,Mason,,Mason,Zander,Zander,11A12,43873,43873,43873,5b,5a,5a,5b,5a,5a,5a,1,1,5b,1021,1,1,A,12,,0.00762,0.04826,-0.00254,0.1651,0.06096,-0.01524,0.14732
1022,41,12,7,20,8/21/2020,,Sector 1-12,SG47,10-B,0.33,5/30/2019,Emily,Yatharth,HCS,HCS-39,5,1145,4985,3840,SA,7/30/2020,SA,8,110,25,d40g,6,7/31/2020,ET,6,8/6/2020,AW,5.0850,2.0740,2.0150,2.2030,1.8600,1.8080,1.9980,340.4,AW,3104,AW,9.12,20200806,2664,W,0.6747,99.85,0.0000,0.5631,6.1937,6.8,0.172,99.7001,100,99.8501,99.8501,N,N,,,Mina,20200810,231.884,186.258,1.245,Mina,20200810,20200810,Mina,,Saad,Saad,Saad,08C12,44053,4,44053,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1022,0,8,C,12,,0.1016,-0.2794,-0.6858,0.0508,0.1778,-0.1778,0.2286
1023,42,12,7,21,9/9/2020,,Sector 1-12,SG47,10-B,1.25,5/30/2019,Chirag,Emily,HCS,HCS-40,7,1160,5025,3865,SA,8/13/2020,ET,8,110,25,d40g,2,8/13/2020,ET,13,8/26/2020,AW,5.0850,2.0730,2.0380,2.2020,1.8470,1.8050,2.0050,341.2,AW,3138,AW,9.20,20200826,2659,W,0.2624,99.66,0.0376,0.4889,6.6943,7.2,0.152,99.8501,99.1004,100,99.7001,N,N,,,Mason,20200902,305.914,226.733,1.349,Zander,20200902,20200902,Mason,,Saad,Mina,Mina,09A12,44076,7,44076,5a,5a,5a,5a,5a,5a,5a,1,1,5a,1023,0,9,A,12,,0.1016,-0.3048,-0.1016,0.0254,-0.1524,-0.254,0.4064
1024,43,12,7,24,10/19/2020,,Sector 1-12,SG47,10-B,1.20,5/30/2019,Yatharth,Emily,HCS,HCS-43,6,1175,4940,3765,SA,9/2/2020,ET,8,110,25,d40g,2,9/2/2020,ET,13,9/15/2020,AW,5.0860,2.0940,2.0390,2.2000,1.8510,1.7850,2.0000,341.0,AW,3066,AW,8.99,20200915,2634,W,1.2368,98.73,0.1898,2.8094,8.1625,11.2,0.191,100.3,99.1004,97.4513,98.051,N,N,,,Mason,20201006,327.399,199.018,1.645,Saad,20200928,20201006,Mason,,Adin,Adin,Adin,12A12,44110,21,44102,5b,5a,5b,5a,5a,5a,5a,1,1,5a,1024,1,2,A,12,,0.127,0.2286,-0.0762,-0.0254,-0.0508,-0.762,0.2794
